"Date","WPUFD4222"
2009-11-01,100
2009-12-01,99.8
2010-01-01,100.7
2010-02-01,101.2
2010-03-01,101.7
2010-04-01,102
2010-05-01,102.6
2010-06-01,102.7
2010-07-01,103
2010-08-01,103
2010-09-01,103.1
2010-10-01,103.6
2010-11-01,104.2
2010-12-01,104.4
2011-01-01,105.7
2011-02-01,106.7
2011-03-01,107.9
2011-04-01,109.2
2011-05-01,110.1
2011-06-01,110.1
2011-07-01,109.9
2011-08-01,109.7
2011-09-01,110.1
2011-10-01,110.1
2011-11-01,110.4
2011-12-01,110.5
2012-01-01,111.2
2012-02-01,111.6
2012-03-01,112.7
2012-04-01,113.1
2012-05-01,113.4
2012-06-01,112.9
2012-07-01,112.7
2012-08-01,113.2
2012-09-01,113.8
2012-10-01,114.1
2012-11-01,114.1
2012-12-01,114.2
2013-01-01,114.2
2013-02-01,114.7
2013-03-01,115
2013-04-01,114.6
2013-05-01,114.5
2013-06-01,114.7
2013-07-01,114.7
2013-08-01,114.7
2013-09-01,114.7
2013-10-01,114.9
2013-11-01,114.9
2013-12-01,115.2
2014-01-01,115.6
2014-02-01,116.2
2014-03-01,116.5
2014-04-01,117.2
2014-05-01,117.6
2014-06-01,117.6
2014-07-01,117.8
2014-08-01,117.9
2014-09-01,117.7
2014-10-01,117.5
2014-11-01,117.4
2014-12-01,117.1
2015-01-01,116.3
2015-02-01,115.6
2015-03-01,115.6
2015-04-01,115.6
2015-05-01,115.9
2015-06-01,116
2015-07-01,116
2015-08-01,115.4
2015-09-01,115
2015-10-01,114.8
2015-11-01,115.2
2015-12-01,114.8
2016-01-01,114.6
2016-02-01,114.3
2016-03-01,113.9
2016-04-01,113.9
2016-05-01,114.1
2016-06-01,113.6
2016-07-01,113.9
2016-08-01,113.9
2016-09-01,113.7
2016-10-01,114.3
2016-11-01,114.6
2016-12-01,114.9
2017-01-01,115.4
2017-02-01,115.7
2017-03-01,115.6
2017-04-01,115.7
2017-05-01,116
2017-06-01,116.1
2017-07-01,116.3
2017-08-01,117.1
2017-09-01,117.8
2017-10-01,118
2017-11-01,118.9
2017-12-01,119.6
2018-01-01,120.4
2018-02-01,121.1
2018-03-01,121.3
2018-04-01,121.7
2018-05-01,122.6
2018-06-01,124.1
2018-07-01,124.7
2018-08-01,124.9
2018-09-01,125.7
2018-10-01,126.5
2018-11-01,126.6
2018-12-01,126.6
2019-01-01,126.8
2019-02-01,126.6
2019-03-01,126.5
2019-04-01,126.6
2019-05-01,127
2019-06-01,127.4
2019-07-01,127.2
2019-08-01,127.1
2019-09-01,127
2019-10-01,127.2
2019-11-01,127.7
2019-12-01,127.6
2020-01-01,128.1
2020-02-01,127.8
2020-03-01,127
2020-04-01,125.6
2020-05-01,123.7
2020-06-01,124.1
2020-07-01,125.9
2020-08-01,126.4
2020-09-01,126.5
2020-10-01,127.9
2020-11-01,128.8
2020-12-01,129.6
2021-01-01,131.2
2021-02-01,132.8
2021-03-01,134.6
2021-04-01,136.3
2021-05-01,138.1
2021-06-01,139.2
2021-07-01,140.365
2021-08-01,141.288
2021-09-01,143.168
2021-10-01,145.804
2021-11-01,148.651
2021-12-01,149.706
2022-01-01,152.912
2022-02-01,155.421
2022-03-01,161.41
2022-04-01,164.597
2022-05-01,167.987
2022-06-01,167.478
2022-07-01,167.972
2022-08-01,165.085
2022-09-01,164.947
2022-10-01,163.729
2022-11-01,164.876
2022-12-01,162.923
2023-01-01,161.232
2023-02-01,160.136
2023-03-01,157.862
2023-04-01,154.265
2023-05-01,153.664
2023-06-01,152.562
2023-07-01,152.173
2023-08-01,153.053
2023-09-01,154.944
2023-10-01,155.846
2023-11-01,155.107
